RequestID,RequestDateKey,ClosedDateKey,ClientID,AdvisorID,EmployerID,RequestType,Touchpoint,Severity,SLA_Days,ActualDays,ResolutionStatus,CSAT
REQ139773208405,20250527,,CLT668787917,,EMP19817170,Payment Issue,Advisor Portal,Medium,2,,Pending,
REQ914747460673,20250504,20250505,CLT318374848,ADV1812431,EMP31183391,Claim Inquiry,Advisor Portal,Low,2,1,Resolved,
REQ560778618750,20240428,20240501,CLT487122370,ADV4467255,EMP11153925,Claim Inquiry,Advisor Portal,Medium,2,3,Resolved,5
REQ916710547754,20230118,20230118,CLT973359357,ADV8962924,EMP37446318,Password Reset,Call Centre,Medium,1,0,Resolved,3
REQ658040729132,20240513,20240514,CLT317458445,,,Claim Inquiry,Client Portal/App,Low,2,1,Resolved,
REQ585292102545,20250503,,CLT339683479,ADV5996102,EMP97186519,Address Change,Call Centre,High,3,,Pending,
REQ524109008874,20231227,20231231,CLT348766218,ADV8746433,EMP12210954,Advisor Support,Call Centre,Low,2,4,Resolved,5
REQ164077277759,20231124,,CLT973082271,ADV1467739,EMP68350744,Password Reset,Chat,Medium,1,,Pending,
REQ493169441353,20240213,20240218,CLT115585335,,,Beneficiary Update,Call Centre,Medium,5,5,Resolved,4
REQ590529587269,20230504,20230505,CLT681938541,ADV2980924,,Address Change,Email,Low,3,1,Resolved,4
REQ607024897498,20240213,20240215,CLT906810311,ADV2697698,EMP67582701,Payment Issue,Client Portal/App,Medium,2,2,Resolved,
REQ973114888303,20240104,,CLT929951207,,EMP51024118,Address Change,Chat,Low,3,,Escalated,
REQ322911477514,20230814,,CLT726932935,ADV9690642,EMP72805969,Coverage Question,Call Centre,Medium,2,,Escalated,
REQ444563569964,20250315,20250316,CLT781061813,,,Address Change,Advisor Portal,Low,3,1,Resolved,3
REQ180836641124,20240711,20240712,CLT843501425,,EMP32186164,Coverage Question,Call Centre,Low,2,1,Resolved,4
REQ862953884089,20250721,20250721,CLT094672086,,,Coverage Question,Chat,Low,2,0,Resolved,
REQ989537635385,20241220,20241223,CLT980891670,ADV7284447,EMP52948632,Claim Inquiry,Call Centre,Low,2,3,Resolved,
REQ530917064316,20240107,,CLT695515867,ADV5310360,EMP59553158,Coverage Question,Call Centre,Medium,2,,Pending,
REQ235533353798,20241210,20241210,CLT291869111,ADV9905443,,Coverage Question,Call Centre,Low,2,0,Resolved,5
REQ860374565656,20250810,20250811,CLT798106330,,,Claim Inquiry,Call Centre,Medium,2,1,Resolved,
REQ721493473958,20230120,20230122,CLT302759241,,EMP19240120,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,
REQ723970580338,20241021,20241024,CLT164462958,ADV7258821,EMP59303978,Coverage Question,Call Centre,Medium,2,3,Resolved,5
REQ229596751615,20230115,20230118,CLT363735520,,,Claim Inquiry,Chat,Low,2,3,Resolved,
REQ843703430556,20240406,20240408,CLT000490574,ADV2596033,EMP86661725,Advisor Support,Email,Low,2,2,Resolved,
REQ152143290431,20231128,,CLT096606017,ADV3360056,,Advisor Support,Advisor Portal,Medium,2,,Pending,
REQ958261441484,20250913,20250913,CLT375142107,ADV4185207,EMP08838788,Password Reset,Advisor Portal,Low,1,0,Resolved,
REQ695646732269,20240615,20240616,CLT708089794,,,Password Reset,Client Portal/App,Low,1,1,Resolved,
REQ966145344877,20230318,20230320,CLT223564872,ADV0768830,EMP18999841,Payment Issue,Call Centre,Low,2,2,Resolved,3
REQ070544426697,20230525,20230528,CLT580050574,,,Address Change,Chat,Low,3,3,Resolved,3
REQ736239930478,20240218,20240219,CLT371822392,ADV6422244,EMP32951089,Coverage Question,Call Centre,Low,2,1,Resolved,5
REQ614794356563,20251022,,CLT369094095,,EMP48004357,Address Change,Email,Low,3,,Pending,
REQ162611456702,20241124,20241124,CLT966818467,,EMP64849956,Payment Issue,Client Portal/App,Low,2,0,Resolved,
REQ634486717390,20250628,20250629,CLT380782110,ADV4295753,,Coverage Question,Client Portal/App,Low,2,1,Resolved,
REQ868584093889,20250210,20250210,CLT101943451,ADV3648267,,Coverage Question,Call Centre,Low,2,0,Resolved,
REQ429507197588,20230612,20230614,CLT535755712,ADV4424159,EMP62469227,Coverage Question,Email,Low,2,2,Resolved,
REQ128965200489,20250218,20250219,CLT463309085,ADV2039404,EMP56632735,Payment Issue,Advisor Portal,Medium,2,1,Resolved,2
REQ551939637288,20240818,20240818,CLT435278886,ADV7158971,,Password Reset,Email,Low,1,0,Resolved,
REQ416739860841,20240906,20240907,CLT983935281,ADV1417078,,Payment Issue,Email,Low,2,1,Resolved,4
REQ906852239070,20240915,20240917,CLT745091607,,,Claim Inquiry,Call Centre,Low,2,2,Resolved,3
REQ146019645580,20240319,,CLT370682702,ADV2978816,EMP44678061,Plan Setup,Call Centre,Low,7,,Pending,
REQ671032596273,20231010,,CLT965116662,ADV1462560,EMP71991845,Claim Inquiry,Client Portal/App,Low,2,,Pending,
REQ130513559630,20230926,20230929,CLT509790680,ADV7054906,,Coverage Question,Call Centre,Low,2,3,Resolved,
REQ200267371648,20230804,20230804,CLT389619803,ADV9650517,,Advisor Support,Email,Low,2,0,Resolved,5
REQ688247300807,20230615,20230616,CLT580290207,,EMP14565395,Claim Inquiry,Call Centre,Low,2,1,Resolved,
REQ004004278909,20240702,20240706,CLT582036708,ADV8039891,EMP01088171,Claim Inquiry,Call Centre,Low,2,4,Resolved,5
REQ561985137554,20250303,20250306,CLT158940857,,EMP39897373,Beneficiary Update,Call Centre,Low,5,3,Resolved,5
REQ771708879578,20240727,20240730,CLT605243847,,EMP27571824,Password Reset,Email,Medium,1,3,Resolved,4
REQ179790213244,20240717,20240717,CLT372746129,ADV0118157,,Claim Inquiry,Advisor Portal,Medium,2,0,Resolved,
REQ740442625917,20241206,20241206,CLT689224572,ADV3862371,,Password Reset,Advisor Portal,Low,1,0,Resolved,5
REQ268111327882,20230604,20230608,CLT605465101,ADV5996102,EMP12149574,Claim Inquiry,Call Centre,Medium,2,4,Resolved,
REQ726240507075,20230912,20230916,CLT595888633,,EMP97447314,Beneficiary Update,Chat,Low,5,4,Resolved,4
REQ456051920529,20230920,20230922,CLT198676900,ADV2344113,EMP83754163,Address Change,Call Centre,Low,3,2,Resolved,4
REQ981376765997,20240424,20240429,CLT174599432,ADV3667233,EMP03352443,Beneficiary Update,Call Centre,Low,5,5,Resolved,4
REQ195094466315,20230119,20230122,CLT311844233,ADV2948605,EMP73094099,Claim Inquiry,Chat,Medium,2,3,Resolved,
REQ090955278406,20250419,20250421,CLT110589699,,,Beneficiary Update,Call Centre,Low,5,2,Resolved,5
REQ063925503654,20230217,20230219,CLT610164340,ADV3292445,EMP07364380,Advisor Support,Call Centre,Low,2,2,Resolved,
REQ283987176155,20240319,,CLT207492275,ADV8919992,EMP29938798,Coverage Question,Call Centre,Low,2,,Pending,
REQ862457743719,20230504,20230510,CLT766745279,ADV5166288,EMP01587507,Beneficiary Update,Call Centre,Low,5,6,Resolved,5
REQ893606917951,20251001,,CLT524388134,ADV1039394,EMP44678061,Plan Setup,Client Portal/App,Low,7,,Pending,
REQ116830534954,20240520,,CLT703347204,ADV2961811,,Advisor Support,Call Centre,Low,2,,Pending,
REQ037390388053,20240921,20240928,CLT398503996,ADV0350665,EMP95627864,Plan Setup,Advisor Portal,Low,7,7,Resolved,
REQ468886605724,20231210,20231211,CLT084274339,,EMP72805969,Claim Inquiry,Client Portal/App,High,2,1,Resolved,4
REQ452480203831,20250210,20250211,CLT938482874,,EMP62209172,Claim Inquiry,Call Centre,Low,2,1,Resolved,4
REQ106815190850,20250409,,CLT202725299,,EMP72701347,Address Change,Call Centre,Medium,3,,Pending,
REQ896365037639,20230518,20230518,CLT745466008,,,Coverage Question,Call Centre,Low,2,0,Resolved,4
REQ107661433042,20230217,20230219,CLT686890954,ADV1220938,EMP75192090,Claim Inquiry,Advisor Portal,Low,2,2,Resolved,
REQ937519927466,20230111,20230115,CLT169730658,ADV9690642,,Claim Inquiry,Call Centre,Medium,2,4,Resolved,
REQ961875313552,20250827,20250827,CLT007387539,ADV5020391,EMP88096071,Password Reset,Email,Low,1,0,Resolved,4
REQ602066822025,20240913,20240921,CLT461925665,ADV8503800,EMP99037813,Appeal,Call Centre,Low,10,8,Resolved,
REQ609111501150,20250803,,CLT519697849,ADV6047743,EMP19240120,Address Change,Advisor Portal,Medium,3,,Escalated,
REQ347053795682,20230909,20230910,CLT113279584,ADV9672498,EMP19444700,Coverage Question,Chat,Low,2,1,Resolved,5
REQ864122260195,20240613,20240614,CLT710021045,ADV9075588,EMP01082855,Coverage Question,Advisor Portal,Medium,2,1,Resolved,4
REQ632350283691,20240602,,CLT915574833,ADV0475444,,Appeal,Call Centre,Low,10,,Pending,
REQ214011884061,20241114,20241117,CLT003232641,ADV3302901,EMP87116031,Password Reset,Call Centre,Low,1,3,Resolved,
REQ400556425652,20230324,20230326,CLT825268424,ADV2846008,,Password Reset,Call Centre,Low,1,2,Resolved,
REQ746423925579,20230907,20230907,CLT397508487,,,Advisor Support,Call Centre,Low,2,0,Resolved,4
REQ570373797393,20251106,20251107,CLT415501235,ADV1843067,EMP39545726,Advisor Support,Client Portal/App,Medium,2,1,Resolved,5
REQ840944461473,20241107,20241109,CLT649077879,,EMP62745115,Advisor Support,Call Centre,Low,2,2,Resolved,5
REQ458737522693,20240128,20240130,CLT431861630,ADV6493866,EMP56589196,Address Change,Email,Medium,3,2,Resolved,4
REQ793633991551,20250511,20250511,CLT048184248,,EMP54514210,Password Reset,Call Centre,Low,1,0,Resolved,4
REQ972031839379,20230903,,CLT809596417,,EMP63903139,Payment Issue,Client Portal/App,Low,2,,Escalated,
REQ354418267786,20241017,20241020,CLT635437566,ADV0140171,EMP52372557,Claim Inquiry,Client Portal/App,Medium,2,3,Resolved,
REQ323019701324,20230928,,CLT325610125,ADV2448770,EMP71521910,Address Change,Client Portal/App,Medium,3,,Escalated,
REQ051328778500,20251113,20251116,CLT816394847,,,Beneficiary Update,Client Portal/App,Low,5,3,Resolved,
REQ353339217888,20230128,20230128,CLT824727516,ADV5794798,,Payment Issue,Call Centre,Low,2,0,Resolved,4
REQ670200523679,20240510,,CLT573668734,ADV4177023,EMP43511585,Beneficiary Update,Call Centre,Low,5,,Escalated,
REQ395140135018,20240513,20240514,CLT512243241,ADV1623438,,Coverage Question,Email,Low,2,1,Resolved,5
REQ258229235646,20230122,20230125,CLT447271434,ADV6517091,EMP81545505,Claim Inquiry,Call Centre,Low,2,3,Resolved,
REQ002361689663,20240717,20240720,CLT220191087,,,Coverage Question,Advisor Portal,Low,2,3,Resolved,
REQ380525897959,20240623,20240623,CLT267528179,ADV6992869,EMP75871044,Payment Issue,Advisor Portal,Low,2,0,Resolved,
REQ124710665842,20250123,20250124,CLT731083417,ADV6493866,,Coverage Question,Client Portal/App,High,2,1,Resolved,5
REQ218076008732,20250214,,CLT573668734,ADV4177023,EMP43511585,Payment Issue,Email,Low,2,,Escalated,
REQ743700990393,20250919,,CLT712946062,ADV8891512,EMP73079048,Claim Inquiry,Call Centre,Low,2,,Escalated,
REQ102401887509,20250910,20250913,CLT380140218,ADV9781454,EMP89188734,Payment Issue,Email,Medium,2,3,Resolved,
REQ637418024670,20230817,,CLT639639209,,,Coverage Question,Call Centre,Low,2,,Escalated,
REQ916743875073,20241113,20241115,CLT578619576,ADV2217422,,Claim Inquiry,Email,Medium,2,2,Resolved,
REQ214798752916,20251127,20251127,CLT517603190,,,Password Reset,Call Centre,Medium,1,0,Resolved,
REQ482107651730,20241019,,CLT910310800,,EMP51098121,Claim Inquiry,Call Centre,Low,2,,Escalated,
REQ354698338050,20250615,20250617,CLT783580633,,EMP98847366,Claim Inquiry,Call Centre,Medium,2,2,Resolved,5
REQ172286805510,20230102,20230110,CLT202424494,,,Appeal,Chat,Low,10,8,Resolved,
REQ136900230105,20230508,20230511,CLT550257080,ADV3519576,,Claim Inquiry,Advisor Portal,Medium,2,3,Resolved,
REQ102102105066,20241026,20241027,CLT682701555,ADV0528518,,Coverage Question,Call Centre,Medium,2,1,Resolved,
REQ234643564192,20240919,20240922,CLT844897666,ADV5412186,,Claim Inquiry,Call Centre,Medium,2,3,Resolved,5
REQ990756350932,20250419,20250422,CLT268324144,ADV1477178,EMP07608097,Payment Issue,Call Centre,Low,2,3,Resolved,
REQ307844513782,20231027,20231029,CLT597242754,ADV9441878,EMP17817374,Payment Issue,Chat,Medium,2,2,Resolved,3
REQ819868637091,20241123,20241125,CLT887118585,,EMP73839257,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,
REQ178285233429,20240527,20240529,CLT443154058,,EMP37831815,Address Change,Client Portal/App,Low,3,2,Resolved,
REQ459430784668,20240216,20240218,CLT551774537,ADV2749559,,Payment Issue,Client Portal/App,Medium,2,2,Resolved,
REQ325903385035,20251213,20251214,CLT831499217,ADV6801368,EMP35921280,Claim Inquiry,Call Centre,Medium,2,1,Resolved,4
REQ554903824087,20250405,20250405,CLT464907806,ADV9992539,EMP07644806,Coverage Question,Call Centre,High,2,0,Resolved,
REQ370265887594,20230108,,CLT889919365,ADV5025496,,Address Change,Email,Low,3,,Escalated,
REQ468219915509,20250108,,CLT866500024,ADV7635177,,Claim Inquiry,Chat,Medium,2,,Escalated,
REQ344497761109,20241113,20241113,CLT328016354,ADV4383503,,Payment Issue,Call Centre,Medium,2,0,Resolved,
REQ559626224502,20241213,20241215,CLT216322758,,EMP95003718,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,
REQ627583362675,20250102,20250102,CLT681938541,ADV2980924,,Claim Inquiry,Call Centre,Low,2,0,Resolved,3
REQ379330748645,20240407,20240409,CLT752342060,ADV9410814,EMP60675059,Claim Inquiry,Call Centre,Medium,2,2,Resolved,5
REQ090321876554,20250316,,CLT183481169,,,Payment Issue,Email,Low,2,,Pending,
REQ370120335392,20251115,20251122,CLT744842580,,,Plan Setup,Advisor Portal,Low,7,7,Resolved,4
REQ093775211218,20250521,20250524,CLT217497170,ADV4338714,EMP76605904,Payment Issue,Advisor Portal,Low,2,3,Resolved,3
REQ585312314048,20240211,20240213,CLT366844092,ADV2430194,,Advisor Support,Call Centre,Low,2,2,Resolved,
REQ436532336256,20250911,20250911,CLT652011594,ADV2297869,EMP92036505,Password Reset,Client Portal/App,Low,1,0,Resolved,
REQ557725256866,20241028,20241030,CLT391815413,,EMP92775629,Address Change,Call Centre,Low,3,2,Resolved,5
REQ042555016951,20231118,20231125,CLT190635872,,EMP11080369,Appeal,Call Centre,Low,10,7,Resolved,
REQ158078432678,20250503,20250506,CLT614665990,,EMP42446983,Payment Issue,Call Centre,Low,2,3,Resolved,4
REQ038597579475,20240807,,CLT186301571,ADV0073829,EMP70259119,Appeal,Client Portal/App,Low,10,,Pending,
REQ386177801356,20230505,20230514,CLT362739033,ADV4300648,EMP35929123,Appeal,Chat,Low,10,9,Resolved,4
REQ555479689336,20240401,20240403,CLT194874143,ADV0421209,EMP46093065,Claim Inquiry,Call Centre,Medium,2,2,Resolved,4
REQ178891289891,20250608,20250612,CLT587683999,,,Coverage Question,Call Centre,Low,2,4,Resolved,5
REQ601340328528,20250128,20250208,CLT065852849,ADV5379233,EMP95512835,Plan Setup,Call Centre,Medium,7,11,Resolved,
REQ876584485807,20240103,20240106,CLT860027603,ADV1979345,EMP34337803,Claim Inquiry,Advisor Portal,Low,2,3,Resolved,4
REQ671858624132,20231123,,CLT747864851,ADV4300648,EMP25684028,Payment Issue,Advisor Portal,Low,2,,Escalated,
REQ705091886942,20230728,20230730,CLT946719571,,,Claim Inquiry,Client Portal/App,Medium,2,2,Resolved,
REQ905924521336,20241109,20241117,CLT364974378,ADV2948561,,Plan Setup,Advisor Portal,Low,7,8,Resolved,4
REQ694816334390,20241218,20241219,CLT458937321,ADV4857075,,Claim Inquiry,Call Centre,Low,2,1,Resolved,4
REQ059543358917,20240408,20240411,CLT820095023,ADV6934932,EMP35137215,Advisor Support,Call Centre,Low,2,3,Resolved,4
REQ615978432491,20250101,20250103,CLT601923683,ADV9879665,EMP56467760,Address Change,Chat,Low,3,2,Resolved,4
REQ459141383525,20230807,,CLT497430266,ADV0376273,EMP76605904,Advisor Support,Advisor Portal,Low,2,,Escalated,
REQ097298123077,20231011,20231012,CLT820793361,ADV3250205,EMP73533191,Payment Issue,Call Centre,Low,2,1,Resolved,
REQ423724232048,20251106,20251110,CLT843216735,ADV4508608,EMP72466912,Payment Issue,Call Centre,Low,2,4,Resolved,
REQ754397851464,20250301,20250301,CLT861190750,ADV1029692,EMP66224853,Password Reset,Advisor Portal,Low,1,0,Resolved,
REQ167673540825,20231208,20231209,CLT872157752,ADV5878682,,Payment Issue,Advisor Portal,Low,2,1,Resolved,4
REQ655616060240,20230912,20230914,CLT381566357,ADV2883533,EMP11544478,Address Change,Email,Low,3,2,Resolved,4
REQ074333388903,20241213,20241213,CLT169555309,ADV1368804,EMP39086278,Coverage Question,Advisor Portal,Low,2,0,Resolved,4
REQ373262044566,20250722,20250801,CLT034349097,ADV4772964,,Appeal,Call Centre,Low,10,10,Resolved,
REQ109108476456,20231112,20231112,CLT725150806,ADV2443329,EMP40240349,Payment Issue,Advisor Portal,Medium,2,0,Resolved,
REQ340809762094,20250322,,CLT902399880,ADV4336441,,Address Change,Call Centre,Medium,3,,Escalated,
REQ223803911826,20230928,20231001,CLT250769171,ADV0463380,EMP51024118,Claim Inquiry,Client Portal/App,Low,2,3,Resolved,3
REQ030043212896,20230803,,CLT560054948,ADV1473187,EMP10271920,Advisor Support,Advisor Portal,Low,2,,Escalated,
REQ208074310828,20231008,,CLT986635337,,,Address Change,Call Centre,Low,3,,Pending,
REQ787223837648,20250710,20250712,CLT791654762,ADV3488583,EMP89188734,Payment Issue,Call Centre,Low,2,2,Resolved,
REQ693625767283,20231221,20231224,CLT885473837,,EMP41643256,Payment Issue,Client Portal/App,Low,2,3,Resolved,5
REQ458464477038,20241103,,CLT802030842,,EMP47163795,Appeal,Advisor Portal,Medium,10,,Pending,
REQ779763675796,20231005,,CLT489397478,ADV6059315,EMP59390575,Appeal,Client Portal/App,Low,10,,Pending,
REQ390917889743,20230414,,CLT965247563,ADV0336126,EMP41288611,Claim Inquiry,Call Centre,Low,2,,Escalated,
REQ466946819567,20240907,20240910,CLT207941736,ADV1011456,EMP33236597,Coverage Question,Client Portal/App,Low,2,3,Resolved,4
REQ055744510729,20230908,20230908,CLT999565450,,EMP96598400,Claim Inquiry,Call Centre,Low,2,0,Resolved,
REQ855886527640,20240414,20240417,CLT488412727,ADV3529095,,Payment Issue,Advisor Portal,Low,2,3,Resolved,
REQ037845513723,20230818,20230823,CLT596503449,ADV8520367,EMP49351833,Plan Setup,Call Centre,Low,7,5,Resolved,5
REQ213012673206,20241126,20241129,CLT773384650,ADV3878818,,Payment Issue,Call Centre,Low,2,3,Resolved,
REQ512146485103,20240209,,CLT157314796,ADV0109168,EMP71017780,Address Change,Advisor Portal,Low,3,,Pending,
REQ148263569253,20250723,20250727,CLT921769004,ADV8268953,EMP12488335,Coverage Question,Advisor Portal,Low,2,4,Resolved,3
REQ450517829096,20240921,,CLT899777352,ADV2465026,,Payment Issue,Client Portal/App,Low,2,,Escalated,
REQ203550479270,20230721,20230723,CLT572447538,ADV8274365,EMP77383092,Advisor Support,Chat,Medium,2,2,Resolved,
REQ709624880933,20251125,20251125,CLT279011929,ADV6657853,EMP07495811,Coverage Question,Chat,Low,2,0,Resolved,5
REQ913961387356,20241125,20241127,CLT539606152,ADV2783919,,Address Change,Chat,Low,3,2,Resolved,5
REQ369146752390,20251107,,CLT090473226,ADV4563891,EMP71991845,Address Change,Chat,Low,3,,Pending,
REQ916078289931,20251120,20251120,CLT094981194,ADV3563256,,Password Reset,Call Centre,High,1,0,Resolved,4
REQ152349775849,20230707,20230707,CLT682701555,ADV0528518,,Claim Inquiry,Advisor Portal,Low,2,0,Resolved,3
REQ227131037140,20250919,20250921,CLT535908185,ADV5545004,EMP67822954,Address Change,Client Portal/App,High,3,2,Resolved,4
REQ268137694061,20251223,20251224,CLT364149364,,,Password Reset,Client Portal/App,Medium,1,1,Resolved,
REQ118494867771,20250816,20250819,CLT064083765,ADV4374813,EMP77764727,Address Change,Client Portal/App,Low,3,3,Resolved,
REQ389236394047,20240319,20240319,CLT549550266,,,Coverage Question,Client Portal/App,Low,2,0,Resolved,5
REQ814836297663,20250826,20250827,CLT096576035,ADV2387605,EMP56632735,Password Reset,Advisor Portal,Low,1,1,Resolved,4
REQ383855537550,20250823,20250824,CLT075840595,ADV3360056,,Claim Inquiry,Call Centre,Low,2,1,Resolved,
REQ249391971267,20230709,20230711,CLT391405748,ADV1477178,,Claim Inquiry,Call Centre,Low,2,2,Resolved,
REQ079028942075,20250712,20250721,CLT440792696,,EMP68175819,Plan Setup,Call Centre,Medium,7,9,Resolved,4
REQ189615929188,20230509,20230515,CLT325328583,ADV6983708,EMP82757752,Beneficiary Update,Email,High,5,6,Resolved,4
REQ266932166003,20241013,,CLT503582285,ADV2403998,EMP74901923,Coverage Question,Email,Low,2,,Escalated,
REQ870256289096,20230323,20230325,CLT942357854,ADV2921403,EMP59303978,Payment Issue,Call Centre,Low,2,2,Resolved,4
REQ505200053289,20241126,20241130,CLT283609039,ADV5386661,EMP72701347,Coverage Question,Advisor Portal,High,2,4,Resolved,5
REQ571109953988,20241218,,CLT722171911,ADV1264271,EMP55793416,Coverage Question,Client Portal/App,Low,2,,Escalated,
REQ383961568802,20231017,,CLT128389994,ADV8402053,,Advisor Support,Client Portal/App,Low,2,,Escalated,
REQ751571112615,20251025,20251028,CLT978423385,ADV3414672,EMP24048768,Payment Issue,Advisor Portal,Medium,2,3,Resolved,
REQ077119498097,20240415,20240416,CLT708362131,ADV4857075,,Coverage Question,Advisor Portal,Low,2,1,Resolved,4
REQ231080980696,20231015,20231018,CLT406931761,,,Password Reset,Client Portal/App,High,1,3,Resolved,4
REQ225272780904,20251102,20251113,CLT940150268,ADV5375311,EMP70545192,Appeal,Advisor Portal,Low,10,11,Resolved,
REQ359145475304,20230827,20230828,CLT833888911,ADV2863666,EMP27791495,Coverage Question,Advisor Portal,Medium,2,1,Resolved,4
REQ984951698434,20241204,20241206,CLT674212393,ADV3504359,EMP42934324,Coverage Question,Client Portal/App,Low,2,2,Resolved,
REQ643904538283,20230924,20230928,CLT820095023,ADV6934932,EMP35137215,Claim Inquiry,Advisor Portal,Low,2,4,Resolved,4
REQ752044353518,20230805,20230807,CLT418251262,ADV8746433,EMP85439619,Payment Issue,Client Portal/App,Medium,2,2,Resolved,4
REQ263311505708,20250225,,CLT599296132,ADV5678778,EMP77917971,Claim Inquiry,Chat,Medium,2,,Escalated,
REQ990649196699,20241212,20241214,CLT308241521,ADV3862371,EMP76997354,Advisor Support,Call Centre,Low,2,2,Resolved,3
REQ332632855536,20240605,20240605,CLT791743620,,EMP51098121,Password Reset,Call Centre,Low,1,0,Resolved,3
REQ761439445571,20240916,20240922,CLT558145926,ADV4508608,EMP94907522,Address Change,Chat,High,3,6,Resolved,5
REQ915898723861,20230219,20230220,CLT284987580,ADV5416504,EMP44132366,Payment Issue,Advisor Portal,Medium,2,1,Resolved,5
REQ050431162129,20250702,20250703,CLT114106921,,EMP29586262,Payment Issue,Call Centre,Low,2,1,Resolved,4
REQ291532931743,20250312,,CLT595899934,ADV5388301,EMP73788762,Appeal,Advisor Portal,Medium,10,,Pending,
REQ325762137680,20250305,20250307,CLT023544710,ADV9010496,EMP97394541,Address Change,Email,Low,3,2,Resolved,4
REQ961786540244,20240102,20240107,CLT315636382,,EMP92775629,Plan Setup,Call Centre,Low,7,5,Resolved,2
REQ539779547565,20250115,20250116,CLT309863910,ADV9718250,EMP16967284,Payment Issue,Call Centre,Low,2,1,Resolved,
REQ817617574248,20250311,20250322,CLT483516531,ADV9125031,EMP35339303,Appeal,Chat,Low,10,11,Resolved,
REQ355478491703,20230711,,CLT448341607,ADV8827119,EMP35577283,Claim Inquiry,Chat,Low,2,,Escalated,
REQ085929149697,20241224,20241227,CLT554210080,ADV1828054,EMP66137610,Advisor Support,Chat,Low,2,3,Resolved,4
REQ489492755901,20250218,20250221,CLT738399458,ADV2749559,,Address Change,Advisor Portal,Medium,3,3,Resolved,3
REQ010329697551,20230724,,CLT864573149,ADV5725706,,Password Reset,Email,Low,1,,Pending,
REQ972434607140,20240322,20240323,CLT312045522,ADV9992539,EMP71463009,Claim Inquiry,Call Centre,Low,2,1,Resolved,4
REQ494164672052,20250310,20250311,CLT369215461,ADV5416504,,Claim Inquiry,Call Centre,Low,2,1,Resolved,
REQ451669225980,20250618,20250620,CLT917183855,ADV0415549,,Payment Issue,Client Portal/App,Low,2,2,Resolved,
REQ693983477977,20240209,,CLT119985975,ADV2668171,EMP76485442,Claim Inquiry,Advisor Portal,Low,2,,Pending,
REQ526095823774,20230221,,CLT981832202,ADV0796829,EMP95544651,Claim Inquiry,Client Portal/App,Low,2,,Escalated,
REQ380483355150,20250824,,CLT928033402,ADV6165307,EMP82356989,Beneficiary Update,Advisor Portal,Low,5,,Escalated,
REQ431304944799,20230814,20230815,CLT864806965,,,Coverage Question,Client Portal/App,Low,2,1,Resolved,
REQ395774033705,20251017,,CLT089814229,ADV5426850,EMP24522297,Coverage Question,Call Centre,Low,2,,Escalated,
REQ039694871877,20240821,20240828,CLT588406595,ADV1473187,EMP91259675,Plan Setup,Call Centre,Low,7,7,Resolved,
REQ939484296508,20230501,20230501,CLT305909705,ADV4767401,EMP67582701,Payment Issue,Call Centre,Medium,2,0,Resolved,
REQ600013004600,20230403,20230406,CLT500592700,ADV1390040,EMP29419909,Address Change,Call Centre,Low,3,3,Resolved,4
REQ162867100219,20230311,20230312,CLT614721483,ADV1382643,,Advisor Support,Call Centre,Medium,2,1,Resolved,
REQ885771293841,20230105,20230107,CLT814262218,ADV0194139,,Coverage Question,Call Centre,Low,2,2,Resolved,3
REQ567718168469,20231019,,CLT605103700,ADV4894870,,Address Change,Email,Low,3,,Pending,
REQ166999119304,20250225,20250309,CLT694736117,ADV1473187,,Plan Setup,Chat,Medium,7,12,Resolved,5
REQ560408366623,20250928,20250928,CLT834661027,,,Payment Issue,Call Centre,Low,2,0,Resolved,
REQ338560874655,20250707,20250710,CLT754437885,ADV9125031,EMP14302539,Coverage Question,Advisor Portal,Low,2,3,Resolved,
REQ393088268992,20230428,,CLT114844968,,EMP31392821,Coverage Question,Chat,Low,2,,Pending,
REQ005007442106,20250118,20250118,CLT473906544,ADV3742463,EMP13456680,Password Reset,Email,Low,1,0,Resolved,
REQ516039570945,20240713,20240715,CLT095312604,,EMP54489269,Coverage Question,Advisor Portal,Medium,2,2,Resolved,
REQ339483063324,20251219,20251222,CLT683579747,ADV4251680,EMP13690789,Claim Inquiry,Client Portal/App,Low,2,3,Resolved,4
REQ106473144770,20250718,20250722,CLT527548663,ADV2038174,,Claim Inquiry,Call Centre,Low,2,4,Resolved,4
REQ891646344777,20230612,20230613,CLT078151548,ADV8268494,,Payment Issue,Client Portal/App,Low,2,1,Resolved,
REQ894223203665,20240622,20240624,CLT662635579,ADV5386661,EMP94186703,Claim Inquiry,Email,High,2,2,Resolved,4
REQ001550706908,20241227,20241229,CLT000942743,ADV5379233,EMP54855103,Password Reset,Advisor Portal,Low,1,2,Resolved,5
REQ318140019400,20250917,,CLT673019228,,EMP26826000,Advisor Support,Advisor Portal,Medium,2,,Escalated,
REQ846808658618,20251017,,CLT404432106,ADV2536698,EMP37446318,Address Change,Call Centre,Low,3,,Escalated,
REQ381995495752,20250609,20250610,CLT209107194,,,Coverage Question,Chat,Medium,2,1,Resolved,4
REQ996411876514,20241107,,CLT283609039,ADV5386661,EMP72701347,Payment Issue,Call Centre,Medium,2,,Pending,
