PolicyID,ClientID,EmployerID,AdvisorID,ProductCode,PolicyStartDate,PolicyEndDate,PolicyStatus,PaymentMode,UnderwritingClass,PlanTier,SumAssured,PremiumOrRate
POL8671624149,CLT367735228,EMP56236260,,GB_DENTAL,2015-10-26,,Active,Monthly,,Couple,,223.7
POL3576424335,CLT005897921,EMP34576835,ADV4251680,GB_HEALTH,2023-09-08,2022-07-04,Lapsed,Monthly,,Single,,86.74
POL6975555733,CLT365307323,EMP99372424,ADV7206109,GB_HEALTH,2020-04-13,,Active,Annual,,Couple,,118.57
POL5093850398,CLT051568519,,ADV8268494,GB_DENTAL,2015-01-05,,Active,Monthly,,Single,,56.57
POL9921908827,CLT424392088,,,GB_HEALTH,2023-01-02,2018-08-28,Lapsed,Monthly,,Single,,65.52
POL3235091860,CLT689535323,EMP93296265,ADV6893386,GB_STD,2017-01-22,,Active,Annual,,Single,,98.72
POL4694488691,CLT983286457,EMP51024118,,GB_HEALTH,2016-12-21,,Active,Monthly,,Family,,320.0
POL1436075171,CLT275350871,EMP76485442,ADV4621030,GB_HEALTH,2023-01-02,,Active,Monthly,,Family,,252.48
POL9034186701,CLT853400306,,ADV4462642,GB_DENTAL,2018-03-24,,Active,Annual,,Single,,121.51
POL9306918819,CLT347897296,,ADV7610312,GB_STD,2019-07-21,,Active,Annual,,Single,,126.52
POL8996005679,CLT306096469,,ADV7793302,GB_HEALTH,2025-10-29,,Active,Bi-Weekly,,Single,,72.06
POL6540297860,CLT119360173,EMP64429384,ADV1176583,IND_LIFE_TERM,2018-11-29,,Active,Monthly,Rated,,84471,22.15
POL4853532768,CLT330229041,,,GB_STD,2024-08-01,,Active,Monthly,,Single,,83.8
POL7048157119,CLT122688962,EMP75098573,ADV3797901,GB_DENTAL,2016-07-13,,Active,Monthly,,Family,,280.99
POL5597542477,CLT599059097,,ADV0754919,GB_LTD,2025-08-16,,Active,Bi-Weekly,,Couple,,143.63
POL8603134704,CLT219493842,EMP93145639,,IND_LIFE_TERM,2019-01-01,,Active,Monthly,Rated,,76584,14.31
POL0755114310,CLT936021430,,ADV7032682,GB_DENTAL,2020-09-07,,Active,Monthly,,Single,,53.92
POL7534678153,CLT061983093,EMP00308058,ADV9499503,IND_LIFE_TERM,2021-10-31,,Active,Monthly,Simplified,,42953,12.0
POL8763919494,CLT159359649,EMP72701347,ADV8898789,GRS_DC,2020-12-16,,Active,Bi-Weekly,,,,0.85
POL3776846508,CLT085305887,EMP50315793,ADV9490920,GB_STD,2015-01-12,2021-09-21,Lapsed,Annual,,Single,,88.87
POL7765209923,CLT121713599,,,GB_STD,2023-07-24,,Active,Annual,,Family,,140.14
POL1836194024,CLT216213343,EMP39410265,ADV5706657,GB_DENTAL,2020-01-16,,Active,Monthly,,Single,,130.15
POL3180770311,CLT341313249,EMP25684028,,IND_LIFE_TERM,2018-12-30,,Active,Monthly,Simplified,,107693,20.7
POL3775748163,CLT348446263,,ADV2465026,GB_HEALTH,2016-08-08,2021-03-16,Cancelled,Monthly,,Couple,,126.95
POL4728241270,CLT099731450,EMP05768464,ADV8817348,GB_HEALTH,2023-02-01,,Active,Monthly,,Single,,56.96
POL0639699547,CLT722098124,EMP76997354,ADV9634525,IND_LIFE_PERM,2018-09-29,,Active,Bi-Weekly,Standard,,106515,52.64
POL2453550520,CLT704425899,,ADV2465026,IND_LIFE_PERM,2023-04-16,,Active,Monthly,Rated,,87098,17.88
POL1546951263,CLT795050939,,,GB_HEALTH,2018-03-30,,Active,Monthly,,Single,,138.47
POL9035101489,CLT239003782,EMP46093065,ADV2668171,GRS_DC,2021-04-20,,Active,Monthly,,,,0.45
POL7362487605,CLT767205582,EMP50418222,,GB_HEALTH,2022-12-03,,Active,Bi-Weekly,,Couple,,128.87
POL2787753209,CLT086932486,,,GB_DENTAL,2022-07-26,,Active,Monthly,,Single,,52.73
POL8543955476,CLT246233280,EMP47002610,ADV5914936,GB_STD,2016-03-24,,Active,Monthly,,Couple,,155.07
POL8927454623,CLT098489312,EMP51098121,ADV6821408,GB_DENTAL,2015-03-07,,Active,Monthly,,Single,,64.98
POL7799515496,CLT980471801,,ADV2223003,GB_DENTAL,2021-02-19,,Active,Monthly,,Family,,233.04
POL0648303545,CLT411550739,EMP70545192,ADV1187166,GB_DENTAL,2021-02-05,,Active,Monthly,,Couple,,78.83
POL8627111417,CLT542744170,,ADV5699558,IND_LIFE_TERM,2017-04-07,,Active,Bi-Weekly,Standard,,153618,19.67
POL5421438269,CLT319052223,EMP77383092,ADV6156223,GB_LTD,2019-05-23,,Active,Monthly,,Family,,239.22
POL9251302342,CLT203440052,EMP13690789,ADV4319050,GB_DENTAL,2020-01-07,,Active,Bi-Weekly,,Family,,165.79
POL5162675840,CLT957173760,,ADV8471121,GB_HEALTH,2023-11-29,,Active,Annual,,Single,,67.55
POL6042876491,CLT013990069,EMP04421004,ADV2961811,GB_DENTAL,2020-06-30,,Active,Monthly,,Single,,91.23
POL7139716098,CLT661546928,EMP98729611,ADV5025496,GRS_DC,2024-11-22,,Active,Monthly,,,,0.4
POL0362658886,CLT643024086,EMP01221917,ADV2749559,GB_DENTAL,2016-03-09,,Active,Monthly,,Single,,48.54
POL9991625791,CLT361321892,,ADV4338714,GB_DENTAL,2017-07-08,2022-03-01,Lapsed,Monthly,,Family,,209.08
POL4038384629,CLT881445592,EMP92461557,,IND_LIFE_TERM,2016-09-28,,Active,Monthly,Simplified,,59705,12.0
POL6976989965,CLT252239265,EMP98100512,ADV2582608,GRS_DC,2015-03-12,,Active,Annual,,,,0.46
POL3147255166,CLT470978443,EMP97630120,,GRS_DC,2017-09-23,,Active,Monthly,,,,0.3
POL5966573965,CLT894534326,EMP92775629,ADV3519576,GB_DENTAL,2022-04-18,,Active,Bi-Weekly,,Couple,,101.01
POL0003450077,CLT884719862,EMP11655756,,GB_DENTAL,2015-08-10,,Active,Monthly,,Family,,54.24
POL7863201624,CLT987939083,EMP66725886,,GB_DENTAL,2023-06-22,,Active,Monthly,,Single,,117.17
POL2533927302,CLT404132791,EMP75192090,ADV9384912,GB_DENTAL,2022-02-06,,Active,Monthly,,Single,,63.39
POL3204272039,CLT421408366,,ADV6801368,GB_HEALTH,2021-03-15,,Active,Monthly,,Family,,188.97
POL2457401077,CLT586349714,,ADV9169308,GB_HEALTH,2025-04-24,,Active,Monthly,,Family,,177.37
POL2844099948,CLT237755360,EMP12488335,ADV8471121,GRS_RRSP,2020-02-23,,Active,Monthly,,,,0.61
POL9102227883,CLT825097992,,,GRS_DC,2025-06-20,,Active,Monthly,,,,0.71
POL2636850981,CLT776227006,EMP31605792,ADV0672118,IND_LIFE_TERM,2022-11-21,,Active,Monthly,Rated,,57238,18.2
POL9815925620,CLT772815887,EMP81637086,ADV0547866,IND_LIFE_PERM,2022-01-12,,Active,Monthly,Preferred,,55230,13.02
POL5416001658,CLT244430332,EMP57948984,,IND_LIFE_PERM,2022-05-09,,Active,Monthly,Standard,,68707,14.58
POL6333969883,CLT103133581,EMP38317406,ADV0112363,GB_STD,2015-11-02,,Active,Monthly,,Family,,220.11
POL2912384401,CLT528608551,,ADV8232111,GB_HEALTH,2024-05-01,,Active,Annual,,Family,,25.0
POL3035992314,CLT571458082,EMP90698319,,GB_LTD,2023-04-03,,Active,Bi-Weekly,,Couple,,161.91
POL5498338221,CLT019754573,EMP16161482,ADV5520976,IND_HEALTH,2015-10-29,,Active,Monthly,Standard,,61056,12.0
POL5434938284,CLT598172598,EMP80361676,ADV3378188,GB_HEALTH,2022-07-29,,Active,Bi-Weekly,,Couple,,173.1
POL1137302797,CLT489397478,EMP59390575,ADV6059315,GB_HEALTH,2020-06-17,,Active,Monthly,,Single,,101.63
POL5908034409,CLT099277349,,,GB_DENTAL,2019-04-22,,Active,Monthly,,Couple,,114.34
POL3495271541,CLT126143014,,ADV7700991,GB_DENTAL,2022-05-02,,Active,Monthly,,Family,,154.37
POL2654232387,CLT451668024,,ADV1463527,GB_HEALTH,2025-04-28,,Active,Monthly,,Single,,93.45
POL6604337110,CLT070408869,EMP57741986,,GB_HEALTH,2023-02-15,,Active,Monthly,,Couple,,162.11
POL7490966902,CLT194874143,EMP46093065,ADV0421209,GB_HEALTH,2019-10-30,,Active,Monthly,,Single,,74.34
POL8798073509,CLT521325417,EMP07945406,ADV3272183,WEALTH_SEG,2022-03-06,,Active,Monthly,,,,0.55
POL6992260631,CLT470717352,EMP35780123,ADV2962328,GRS_RRSP,2019-09-06,2024-10-24,Matured,Bi-Weekly,,,,0.58
POL0933197228,CLT259832667,,ADV6801368,IND_LIFE_PERM,2017-06-16,,Active,Bi-Weekly,Preferred,,34944,12.43
POL3495405484,CLT059666713,EMP44018377,ADV6535026,IND_LIFE_PERM,2021-03-14,,Active,Monthly,Preferred,,61468,44.31
POL6556337528,CLT589338134,,ADV9529192,GB_DENTAL,2023-10-30,2020-10-14,Cancelled,Monthly,,Family,,219.84
POL6239124778,CLT386841499,,ADV0743615,IND_LIFE_PERM,2017-03-23,,Active,Monthly,Preferred,,44763,16.12
POL2669064174,CLT812042655,EMP87728845,ADV3151962,GB_DENTAL,2017-11-17,,Active,Bi-Weekly,,Family,,138.23
POL9938037136,CLT917710633,EMP35045382,ADV8471121,GB_DENTAL,2022-01-13,,Active,Bi-Weekly,,Family,,181.93
POL0662656716,CLT245585026,EMP64764694,ADV5678778,GB_STD,2024-06-09,,Active,Bi-Weekly,,Single,,105.49
POL6427686899,CLT877800047,,,GB_HEALTH,2018-10-03,,Active,Monthly,,Single,,128.1
POL6622310337,CLT042273231,EMP38317406,,GB_DENTAL,2015-09-03,,Active,Monthly,,Family,,248.09
POL2124919997,CLT130499306,EMP01464118,ADV8798271,IND_LIFE_TERM,2015-12-11,,Active,Monthly,Rated,,35879,12.71
POL4192775349,CLT128822132,EMP42923952,,GB_HEALTH,2015-06-09,,Active,Monthly,,Single,,109.12
POL1764943502,CLT311809000,,ADV4308904,GB_DENTAL,2019-11-13,2024-05-15,Matured,Monthly,,Single,,103.34
POL1736831694,CLT285663768,EMP88918045,ADV5878682,GB_DENTAL,2024-11-11,,Active,Monthly,,Single,,97.36
POL2709012443,CLT945780300,,,GB_DENTAL,2021-11-19,2024-04-11,Matured,Monthly,,Family,,269.98
POL5106436643,CLT653825384,EMP09266481,,GRS_DC,2025-04-22,,Active,Monthly,,,,0.1
POL2668519246,CLT230938773,,ADV1382643,GRS_DC,2020-11-09,,Active,Bi-Weekly,,,,0.66
POL0404502292,CLT790094593,EMP30025876,,GB_LTD,2019-04-18,,Active,Monthly,,Family,,123.21
POL3983179903,CLT877800047,,,GB_STD,2023-02-27,,Active,Bi-Weekly,,Family,,221.27
POL9238550934,CLT809743427,EMP88918045,ADV6487113,IND_LIFE_PERM,2025-07-12,,Active,Monthly,Preferred,,117940,78.88
POL7173635098,CLT220142355,EMP37154163,ADV0754919,IND_LIFE_PERM,2021-04-19,2018-11-22,Lapsed,Monthly,Simplified,,52981,12.0
POL4376062817,CLT851778734,,ADV8445715,GB_DENTAL,2017-10-16,,Active,Bi-Weekly,,Couple,,65.87
POL9439590397,CLT157134622,EMP29674801,,GB_DENTAL,2021-08-07,,Active,Annual,,Single,,106.98
POL0651018770,CLT958422057,,ADV4845196,GB_DENTAL,2024-05-20,,Active,Annual,,Single,,59.66
POL5860013655,CLT249914729,,ADV6265141,GB_HEALTH,2018-10-18,,Active,Monthly,,Single,,83.31
POL7816551063,CLT351376973,EMP23262698,ADV6760821,IND_LIFE_TERM,2015-05-07,,Active,Monthly,Preferred,,123442,40.03
POL1853161785,CLT917696955,,,GB_DENTAL,2017-08-02,,Active,Monthly,,Family,,234.45
POL6998096485,CLT400632179,,,GRS_RRSP,2020-04-24,,Active,Monthly,,,,0.49
POL8482659919,CLT099516261,,ADV3291949,GB_DENTAL,2021-05-05,,Active,Monthly,,Single,,108.84
POL8100064208,CLT632870952,,ADV5152685,GB_LTD,2025-11-05,,Active,Bi-Weekly,,Single,,90.2
POL2525119195,CLT277301548,,ADV2241859,GB_HEALTH,2018-05-25,,Active,Monthly,,Family,,213.07
POL8647600492,CLT684190730,EMP82712226,ADV5653769,GB_HEALTH,2018-10-30,,Active,Bi-Weekly,,Family,,105.54
POL8144136546,CLT806762401,EMP67713440,,GB_HEALTH,2025-02-09,,Active,Annual,,Single,,49.98
POL4064422511,CLT020132470,EMP41643256,ADV7737987,GB_HEALTH,2018-08-02,,Active,Bi-Weekly,,Single,,55.55
POL9202108337,CLT002230355,EMP32538935,ADV5351871,GB_DENTAL,2023-10-11,,Active,Monthly,,Single,,116.26
POL4156647183,CLT470323625,,ADV8804210,GB_STD,2023-09-12,,Active,Annual,,Family,,234.23
POL7770223235,CLT713565234,,ADV4987087,GB_HEALTH,2017-06-28,,Active,Monthly,,Single,,103.26
POL8150096860,CLT129954944,EMP98729611,ADV2671161,GB_STD,2019-05-15,,Active,Monthly,,Single,,87.02
POL1030613814,CLT924085291,,,GB_LTD,2017-12-13,,Active,Monthly,,Single,,70.73
POL1407409651,CLT830985790,,ADV6940993,GB_HEALTH,2019-04-14,,Active,Monthly,,Single,,87.88
POL4518955898,CLT677983327,,,GB_DENTAL,2022-01-17,,Active,Monthly,,Family,,214.92
POL4311674010,CLT698763956,,ADV4476194,IND_LIFE_PERM,2020-09-24,,Active,Monthly,Rated,,131849,96.46
POL9661148972,CLT119985975,EMP76485442,ADV2668171,IND_LIFE_TERM,2021-02-17,2021-04-07,Lapsed,Monthly,Rated,,77979,21.44
POL5511409192,CLT407112095,,ADV6266174,GRS_DC,2023-06-29,,Active,Monthly,,,,0.91
POL4783765200,CLT954992630,EMP09266481,ADV6652514,GB_DENTAL,2016-10-09,,Active,Monthly,,Family,,302.95
POL8443142296,CLT663837497,EMP87044491,ADV8421930,GRS_RRSP,2020-01-18,,Active,Monthly,,,,0.5
POL9946084906,CLT049864947,,ADV5876819,GB_HEALTH,2015-01-05,2025-11-17,Lapsed,Annual,,Single,,138.14
POL2037112901,CLT660852146,EMP08128894,,GRS_DC,2019-05-07,,Active,Bi-Weekly,,,,0.24
POL1962175828,CLT882056236,EMP46892960,ADV9568777,GRS_DC,2022-01-29,,Active,Monthly,,,,0.49
POL7411900439,CLT664617204,EMP48681051,ADV7024219,GB_DENTAL,2016-07-19,,Active,Monthly,,Family,,257.59
POL5099978189,CLT227162846,EMP45017705,ADV4086020,IND_HEALTH,2020-05-22,,Active,Monthly,Preferred,,109497,22.13
POL1699851967,CLT161729785,,,GB_LTD,2021-01-21,,Active,Monthly,,Single,,51.48
POL0290889122,CLT451946902,,,GB_DENTAL,2018-11-30,,Active,Monthly,,Family,,199.88
POL6463547502,CLT727411787,EMP78429434,,IND_HEALTH,2016-06-25,,Active,Annual,Standard,,83014,20.49
POL4559533312,CLT950409574,,,IND_LIFE_PERM,2020-02-11,,Active,Monthly,Simplified,,72824,20.27
POL3245123713,CLT744367091,EMP57485223,ADV5314415,GB_DENTAL,2025-02-16,,Active,Monthly,,Couple,,141.99
POL1314246817,CLT285334628,,,GB_HEALTH,2021-05-14,,Active,Monthly,,Family,,211.64
POL6236858974,CLT750266721,EMP01333371,ADV7942481,IND_LIFE_TERM,2015-09-30,2019-07-03,Cancelled,Monthly,Standard,,186794,34.9
POL9130751681,CLT344603400,EMP17567986,ADV8030781,GB_DENTAL,2015-02-24,2019-01-05,Lapsed,Annual,,Family,,175.22
POL0885952678,CLT443034628,,,IND_LIFE_TERM,2021-08-05,,Active,Monthly,Standard,,135861,55.19
POL8570498600,CLT876796609,,ADV5416504,GB_DENTAL,2019-12-22,2018-05-07,Cancelled,Monthly,,Couple,,141.1
POL6170062287,CLT488688038,EMP63808073,,GB_DENTAL,2020-01-25,,Active,Monthly,,Single,,65.66
POL7002143331,CLT644120991,,ADV9461466,IND_LIFE_PERM,2024-08-06,,Active,Annual,Preferred,,114553,34.08
POL3044639090,CLT611673308,EMP33236597,ADV1869519,GB_DENTAL,2023-12-30,2022-12-09,Matured,Bi-Weekly,,Single,,116.8
POL6392800332,CLT665128443,EMP11456494,,GB_DENTAL,2016-01-07,,Active,Monthly,,Family,,196.4
POL2342258340,CLT284377209,EMP52948632,ADV4835251,GB_DENTAL,2020-08-12,2023-07-26,Cancelled,Bi-Weekly,,Single,,92.17
POL0318953160,CLT245450506,EMP97256602,ADV9718250,GB_HEALTH,2018-01-27,,Active,Monthly,,Single,,83.49
POL3629807144,CLT926353243,EMP47585800,,GB_HEALTH,2020-07-01,,Active,Monthly,,Single,,72.31
POL5168233919,CLT030501561,,ADV0952669,GB_DENTAL,2015-10-23,,Active,Annual,,Single,,92.29
POL5123255914,CLT565781483,,,GB_DENTAL,2018-12-10,,Active,Bi-Weekly,,Couple,,148.45
POL9439453824,CLT445333124,,,IND_LIFE_TERM,2015-04-03,,Active,Annual,Rated,,107329,12.0
POL3188870011,CLT211245992,EMP90698319,ADV0588323,GB_DENTAL,2021-11-05,2020-02-07,Cancelled,Monthly,,Couple,,229.15
POL4874039959,CLT714814659,,ADV3589506,GB_STD,2020-03-10,,Active,Monthly,,Family,,91.5
POL7899028326,CLT466307424,EMP30283071,ADV7222382,GB_DENTAL,2025-02-23,,Active,Monthly,,Family,,187.21
POL4230781168,CLT085274314,,ADV3557368,GB_STD,2017-09-28,,Active,Annual,,Family,,229.63
POL0373419810,CLT262843981,EMP18131472,ADV8232111,GB_DENTAL,2015-09-14,,Active,Monthly,,Couple,,87.12
POL9379358350,CLT096617982,EMP82723262,,GB_HEALTH,2025-01-04,,Active,Monthly,,Single,,106.85
POL9684494978,CLT001215873,,,GB_DENTAL,2023-03-04,,Active,Bi-Weekly,,Single,,105.49
POL1287878913,CLT912789073,EMP02614714,ADV5653787,GB_DENTAL,2025-02-09,,Active,Monthly,,Single,,100.09
POL8082977133,CLT255508315,,ADV1390040,GB_HEALTH,2019-08-23,,Active,Monthly,,Couple,,63.52
POL2737603300,CLT776492163,,,IND_HEALTH,2024-09-07,,Active,Monthly,Standard,,114794,12.78
POL5914325946,CLT600004051,EMP98631872,ADV6992869,GB_DENTAL,2023-09-27,,Active,Monthly,,Single,,142.07
POL8407884531,CLT489215068,EMP19973074,ADV5794798,GRS_RRSP,2017-10-20,2023-12-04,Cancelled,Monthly,,,,0.49
POL1845872767,CLT600803715,EMP37203518,ADV7222382,IND_LIFE_PERM,2020-09-12,,Active,Monthly,Rated,,69689,29.07
POL8987480288,CLT167840297,EMP81896350,ADV5363154,IND_LIFE_TERM,2021-05-29,,Active,Annual,Standard,,87432,23.55
POL1232384967,CLT654559420,,,GB_DENTAL,2024-10-20,,Active,Monthly,,Single,,119.33
POL3660030820,CLT837071926,EMP77764727,,GRS_RRSP,2019-08-06,,Active,Monthly,,,,0.8
POL3114243683,CLT857984949,EMP83435141,ADV5836689,GB_DENTAL,2022-04-13,,Active,Monthly,,Single,,83.81
POL7053746221,CLT225216301,EMP95109311,ADV6777505,IND_LIFE_PERM,2017-08-01,2024-12-22,Cancelled,Bi-Weekly,Standard,,123736,48.91
POL9954977923,CLT039609960,EMP03795346,ADV7737987,GRS_DC,2015-06-10,,Active,Monthly,,,,0.53
POL0046584661,CLT836189909,EMP87791929,,GB_DENTAL,2024-07-12,,Active,Monthly,,Single,,96.3
POL1739254065,CLT606408565,,ADV0743615,GB_LTD,2016-11-19,2018-05-16,Lapsed,Monthly,,Single,,66.75
POL7104317703,CLT696623050,EMP69412871,,GB_HEALTH,2021-05-03,,Active,Monthly,,Single,,34.4
POL3084391474,CLT046479251,EMP19877503,ADV6796533,GB_HEALTH,2019-01-08,,Active,Bi-Weekly,,Family,,148.2
POL8943431157,CLT883011743,,,IND_LIFE_TERM,2018-02-09,,Active,Monthly,Rated,,108469,12.0
POL1628901387,CLT069193042,EMP34576835,,GB_HEALTH,2023-05-25,,Active,Monthly,,Family,,123.11
POL7110789584,CLT976081768,EMP25684028,ADV8087458,GB_HEALTH,2015-12-17,,Active,Bi-Weekly,,Single,,79.6
POL0653118064,CLT434290415,EMP07945406,ADV8481195,GRS_RRSP,2025-04-29,,Active,Monthly,,,,0.95
POL3546852921,CLT890724495,EMP87728845,,GB_HEALTH,2016-12-08,,Active,Monthly,,Family,,173.77
POL6711642991,CLT878371167,,ADV3842858,GB_DENTAL,2018-02-28,,Active,Monthly,,Family,,236.59
POL8049500254,CLT876378585,EMP85439619,ADV5381758,GB_HEALTH,2020-11-05,,Active,Monthly,,Couple,,83.38
POL3497313111,CLT723369768,,,GB_DENTAL,2021-07-13,,Active,Monthly,,Single,,76.08
POL5105348801,CLT531445727,EMP54959241,ADV2833665,GB_DENTAL,2015-09-11,,Active,Annual,,Single,,62.89
POL8783033253,CLT131547738,EMP75941099,ADV9075588,GB_HEALTH,2015-03-16,,Active,Monthly,,Family,,153.93
POL7329596110,CLT043157586,EMP44018377,ADV3414672,GRS_DC,2016-07-19,,Active,Monthly,,,,0.59
POL8211836318,CLT206649098,,ADV1569720,GB_STD,2025-09-12,,Active,Annual,,Single,,116.49
POL6653141281,CLT392842132,EMP31206964,,GB_DENTAL,2019-02-13,,Active,Monthly,,Family,,229.36
POL9524568635,CLT925023634,EMP35577283,ADV6652514,GB_HEALTH,2017-03-21,,Active,Monthly,,Family,,197.65
POL2335220285,CLT319639682,EMP17567986,ADV1954666,GB_STD,2016-01-20,,Active,Annual,,Family,,137.33
POL0784332790,CLT028140214,,ADV0344897,IND_LIFE_TERM,2017-08-22,,Active,Monthly,Standard,,132628,47.17
POL7111415285,CLT355894596,EMP68808723,ADV5150146,GB_HEALTH,2020-12-09,,Active,Monthly,,Single,,119.44
POL1791642393,CLT987240816,EMP96776708,ADV2286979,IND_LIFE_PERM,2019-06-29,,Active,Monthly,Standard,,41176,12.0
POL9289989816,CLT710194654,EMP25684028,ADV1773030,GRS_DC,2024-02-17,,Active,Monthly,,,,0.42
POL4561641672,CLT284311575,,ADV1390040,GB_DENTAL,2015-10-17,,Active,Monthly,,Single,,102.51
POL5355978217,CLT810631304,EMP31183391,ADV7827139,GB_DENTAL,2015-05-10,,Active,Bi-Weekly,,Single,,78.03
POL5677371990,CLT018025029,EMP38247990,,GB_HEALTH,2017-08-22,,Active,Monthly,,Single,,98.37
POL0112265874,CLT227919051,EMP20597777,ADV4086020,GB_DENTAL,2015-09-10,,Active,Monthly,,Single,,94.24
POL1113614877,CLT808939751,EMP98847366,ADV2211353,GB_LTD,2016-08-18,,Active,Monthly,,Couple,,111.78
POL3225061593,CLT041037947,,ADV7158971,GB_HEALTH,2025-10-07,,Active,Monthly,,Single,,80.23
POL5091154098,CLT022919846,,ADV2457415,GB_DENTAL,2018-03-18,,Active,Monthly,,Single,,87.35
POL8262678794,CLT014900015,EMP01587507,ADV2254701,GB_DENTAL,2022-06-06,,Active,Monthly,,Single,,95.17
POL9009595410,CLT159415784,,,IND_LIFE_PERM,2022-07-28,,Active,Monthly,Simplified,,53767,12.0
POL5519077204,CLT407425049,,ADV8283483,GB_STD,2017-02-07,,Active,Monthly,,Couple,,139.96
POL3981423902,CLT327183837,EMP58902408,ADV1523224,GB_HEALTH,2025-11-25,,Active,Monthly,,Single,,81.55
POL8709322860,CLT846971951,,,GB_DENTAL,2021-02-14,,Active,Monthly,,Single,,93.23
POL6807584954,CLT157239343,EMP29674801,ADV5281656,IND_LIFE_PERM,2025-03-26,,Active,Monthly,Standard,,121582,36.18
POL5877587451,CLT378533510,EMP46892960,ADV1351379,GB_LTD,2015-08-13,,Active,Annual,,Couple,,143.57
POL7874315290,CLT540777657,,ADV1933702,GB_HEALTH,2017-01-30,,Active,Monthly,,Family,,161.23
POL6642186957,CLT979235479,,ADV4107922,GB_DENTAL,2023-02-19,2018-12-27,Cancelled,Monthly,,Single,,88.0
POL8027802062,CLT956689804,,,GRS_DC,2018-01-12,2025-09-25,Cancelled,Monthly,,,,0.72
POL6897592009,CLT131585409,EMP73788762,ADV4868772,WEALTH_SEG,2018-04-17,,Active,Bi-Weekly,,,,0.78
POL8052494467,CLT678881201,,ADV0904734,GB_DENTAL,2019-04-28,,Active,Annual,,Single,,98.58
POL3748360443,CLT874072747,,ADV0362174,IND_LIFE_PERM,2025-04-14,,Active,Monthly,Standard,,81659,34.06
POL0516365171,CLT646809277,,,GB_DENTAL,2020-07-18,,Active,Monthly,,Single,,94.87
POL7840876083,CLT144116047,,ADV0676537,GB_HEALTH,2020-03-17,,Active,Bi-Weekly,,Single,,45.29
POL0340057991,CLT530506965,EMP83754163,ADV4767401,GB_STD,2022-11-14,,Active,Bi-Weekly,,Single,,66.05
POL8764792151,CLT087592917,,ADV5754124,GB_HEALTH,2018-11-22,,Active,Monthly,,Family,,222.29
POL4338588017,CLT045847757,EMP81961493,ADV7303769,GB_HEALTH,2016-01-20,,Active,Annual,,Couple,,147.28
POL1444967421,CLT630971686,EMP76605904,ADV2223003,IND_LIFE_PERM,2015-11-11,2019-01-04,Lapsed,Monthly,Simplified,,43963,16.07
POL8634187411,CLT840637849,EMP36714042,ADV1727595,GB_STD,2017-05-10,,Active,Bi-Weekly,,Family,,217.74
POL7952982853,CLT503020979,EMP86884042,,GB_DENTAL,2021-09-20,2022-04-03,Lapsed,Monthly,,Single,,108.33
POL7428654566,CLT716751582,EMP34271229,,GB_STD,2025-01-29,,Active,Monthly,,Single,,68.98
POL8252918995,CLT543763810,,,IND_LIFE_TERM,2025-08-27,,Active,Monthly,Standard,,205812,26.95
POL8509723647,CLT626318876,EMP30716787,,GB_LTD,2025-07-06,,Active,Bi-Weekly,,Single,,95.61
POL6651608195,CLT844809215,,ADV3519576,IND_LIFE_PERM,2021-12-08,,Active,Monthly,Simplified,,58237,42.59
POL5880452553,CLT379585795,,,GB_HEALTH,2021-10-07,,Active,Monthly,,Couple,,117.01
POL1823840444,CLT489440304,EMP19240120,,GRS_RRSP,2018-12-29,,Active,Monthly,,,,0.1
POL0618963850,CLT615071680,,ADV5134754,GB_DENTAL,2015-03-19,,Active,Monthly,,Single,,101.71
POL6257403412,CLT679603491,,ADV6487113,GB_DENTAL,2022-11-09,,Active,Bi-Weekly,,Single,,84.76
POL4294250917,CLT693138444,EMP62209172,ADV1956036,GRS_DC,2019-08-04,,Active,Monthly,,,,0.39
POL6780917341,CLT881259616,EMP54097599,ADV0754919,GB_HEALTH,2018-02-10,,Active,Monthly,,Single,,72.02
POL1080804014,CLT751274081,,,IND_LIFE_PERM,2025-11-27,,Active,Monthly,Rated,,43455,20.63
POL7160644046,CLT675633166,,,GRS_DC,2019-07-27,2022-08-29,Lapsed,Monthly,,,,0.44
POL6361162212,CLT069457226,,,GB_HEALTH,2025-06-12,,Active,Monthly,,Single,,101.22
POL6530638015,CLT898940422,EMP98024150,ADV5351871,IND_LIFE_TERM,2023-06-24,,Active,Monthly,Standard,,86874,22.43
POL3175679962,CLT765066556,EMP22406633,ADV7331296,GRS_DC,2024-12-15,,Active,Annual,,,,0.36
POL4469495273,CLT698285514,EMP31605792,ADV6050537,GB_HEALTH,2019-12-11,2020-07-01,Cancelled,Bi-Weekly,,Single,,98.29
POL7312328823,CLT992407178,EMP67917031,,GB_HEALTH,2025-04-15,,Active,Monthly,,Single,,70.51
POL1647853922,CLT468527158,,ADV4424159,IND_LIFE_PERM,2018-02-16,2018-11-03,Lapsed,Bi-Weekly,Simplified,,85105,70.52
POL8175858328,CLT893015070,,ADV4107922,GB_DENTAL,2023-12-12,,Active,Monthly,,Single,,61.79
POL7281769493,CLT337019990,,,IND_HEALTH,2017-08-08,,Active,Monthly,Standard,,59399,18.75
POL6851294931,CLT533103760,,ADV8232111,GB_HEALTH,2024-09-22,,Active,Monthly,,Single,,77.51
POL6250025408,CLT327428372,,ADV1463527,GB_LTD,2015-12-14,2025-12-09,Lapsed,Monthly,,Family,,213.4
